Reviews,Sentiment,NormalizedReviews
tummy trimmer bari achi cheez hai aur roz subah saweray mein isko istemaal karta hon aur bara maza aata hai isko istemaal karne mein springs ki quality bhi munasib hai aur dikhne mein bhi yeh kaafi acha hai sirf pait kaam nai balkay bazoun ayr arms ka bhi faida hota hai isko pull aur push karke,1,tummy trimmer bari achi cheez hy aur roz subah saweray main isko istemaal krta ho aur bara mazay aata hy isko istemaal karne main springs ki quality bhi munasib hy aur dikhne main bhi yeh kaafi acha hy sirf pait kaam nai balkay bazoun ayr arms ka bhi faida hota hy isko pull aur push karke
isko meine jab bhi istemaal kia hai aram se adhay se aik ghantay ka workout maara hai aur mein iske nateejay se bara khsuh hon iss se sirf mera pait andar nai balkay mere forearms aur shoulders pe bhi asar aata hai isko kaheeen bhi lajaokiunkay yeh bara portable hai,-1,isko meine jb bhi istemaal kia hy aram se adhay se aik ghantay ka workout maara hy aur main iske nateejay se bara khsuh ho iss se sirf mera pait andar nai balkay mere forearms aur shoulders pe bhi asar aata hy isko kaheeen bhi lajaokiunkay yeh bara portable hy
iss ki price c zyada tu delivery charges hn delivery free krn ya phr bht ho tu  iss c zyada ny hny chahye mjy bht achi lga par delivery charges ki wjh c chor ri hn,0,iss ki price se zyada tu delivery charges hy delivery free krn yeh phr bht ho tu  iss se zyada ny hny chahye mjy bht achi lga par delivery charges ki wjh se chor ri hy
pamper price iss high market m iss ki price kaam hai peahly yahi per  thi abh bhara ker  kar di gaii hai soo iss ko app sahi karin,-1,pamper price iss high market m iss ki price kaam hy peahly yehe par  thi abh bhara kr  kr di gaii hy soo iss ko app sahi karin
very good product bachchon ke liye bahut acchi product hai bache bahut khush hotay hain,1,very good product bachchon ke liye bahut acchi product hy bache bahut khush hotay hy
amazing always usay pamper m bohat thaak gai thi jo pamper usay karo leak horaha tha magar mein ne ab pamper usay kia tu bohat acha ha baby bhi sakoon m rehta ha ur m bhi neend na poori honay ki waja se tnag hogya tha baby soo pamper iss best,-1,amazing always usay pamper m bohat thaak gai thi jo pamper usay karo leak horaha tha magar main ny ab pamper usay kia tu bohat acha hy baby bhi sakoon m rehta hy ur m bhi neend ny poori honay ki waja se tnag hogya tha baby soo pamper iss best
yaar tent tou sahi tha magar   major maslay hain isme matlab ye khara tou hojata hai aur parachute material tou sahi hai iska magar jo iske andar ki baithnay ki jagah hai who bhi isi material ki bani hui hai tou ye bari ajeeb si baat hai kyunkay who tou thoray istemaal ke baad hay phatne lag gayi hai tou ye recommend karoon ga ke baithnay ki jagah ko improve kare warna koi khaas usay nahi iska aur size bhi kaafi chota hai iska,-1,yaar tent to sahi tha magar   major maslay hy isme matlab yeh khara to hojata hy aur parachute material to sahi hy iska magar jo iske andar ki baithnay ki jagah hy wo bhi isi material ki bani hui hy to yeh bari ajeeb se baat hy kyunkay wo to thoray istemaal ke baad hy phatne lag gayi hy to yeh recommend karoon ga ke baithnay ki jagah ko improve kare warna koi khaas usay nahi iska aur size bhi kaafi chota hy iska
bhai aap ye jo motor dyrahy ho  ki kitni hi,0,bhai aap yeh jo motor dyrahy ho  ki kitni hy
drone camra,-1,drone camra
yeh meine apne abchon ke liay khareeda thaaur bachon ka manpasand khilona ban gaya hai yeh tou kartab bhi dekhata hai  kood kay charoun paoun hila ke aur awaz bhi nikalta hai achi baat hai ke yeh battery pe chalta hai,1,yeh meine apne abchon ke liay khareeda thaaur bachon ka manpasand khilona ban gya hy yeh to kartab bhi dekhata hy  kood kay charoun paoun hila ke aur awaz bhi nikalta hy achi baat hy ke yeh battery pe chalta hy
bohat acha hai yeh mere betay ko tw bohat pasand aya din bhar iss se khelta hai wo remote ki quality b sahi hai kaafi durable material hai qk har deewar darwazay se takrati hai lekin sahi chal raha hai bilkul,-1,bohat acha hy yeh mere betay ko tw bohat pasand aya din bhar iss se khelta hy wo remote ki quality bhi sahi hy kaafi durable material hy qk har deewar darwazay se takrati hy lekin sahi chal rha hy bilkul
mere betay ka pasandeeda khelona hai yeh baki remote control gariun se zyada isse khelta hi shayed kiunkay naya hai lekin lawn mein iske sath agay peechay dorh raha hota hai aur sand box mein bhi isko lekar khel raha hota hai quality iski price ke hisaab se achi hai lekin long run ke liay itna khaas nai,1,mere betay ka pasandeeda khelona hy yeh baki remote control gariun se zyada isse khelta hy shayed kiunkay naya hy lekin lawn main iske sath agay peechay dorh rha hota hy aur sand box main bhi isko lekar khel rha hota hy quality iski price ke hisaab se achi hy lekin long run ke liay itna khaas nai
mere betay ke haath jab se truck laga hai isne tou poooray ghar ko construction ground bana dia hai aur har jaga hi truck ghuma raha hota hai acha mazboot truck hai ke abhi  saal ke bache ke paas ahi aur aik kharash nai aayi ispe abhi tak mein tou bohat khush hon isse,1,mere betay ke haath jb se truck laga hy isne to poooray ghair ko construction ground bana dia hy aur har jaga hy truck ghuma rha hota hy acha mazboot truck hy ke abi  saal ke bache ke paas ahi aur aik kharash nai aayi ispe abi tak main to bohat khush ho isse
yeh tou bara hi acha khilona hai price mein bhi bohat khoob aur quality bhi price ke hisaab se sahi hai isko mukhtalif qittoun mein chala saktay hain lekin iss ki shovel aik hadd tak raith ur chotay pathar bhi utha leti hai,1,yeh to bara hy acha khilona hy price main bhi bohat khoob aur quality bhi price ke hisaab se sahi hy isko mukhtalif qittoun main chalta saktay hy lekin iss ki shovel aik hadd tak raith ur chotay pathar bhi utha leti hy
quality koi itni khaas nahi bus okayish hai uper se iska control wireless nahi hai tou ye ek aur down side hai,-1,quality koi itni khaas nahi bus okayish hy uper se iska control wireless nahi hy to yeh ek aur down side hy
bhot sasti hai,0,bhot sasti hy
bilkul fazool watch ha na lena koi b,-1,bilkul fazool watch hy ny lena koi bhi
colour tu change hota hay lekin white colour mela bhi jaldi ho jata hay,-1,colour tu change hota hy lekin white colour mela bhi jaldi ho jata hy
sirf dhoop mai sunlight mai watch color change karti hai,0,sirf dhoop mai sunlight mai watch color change karti hy
kab mila gi,0,kub mila gi
kohda phr nikla mara howa chooha aisay  ka hona chai tha,-1,kohda phr nikla mara hova chooha aese  ka hona chai tha
meri betay roz iss se kheltee hai aiur mujhe bhi iska design bara pasnad aya bilkul asli ko chota kardia ho tou aisa lagega aur quality tou wohi hai jo hoti hai,-1,meri betay roz iss se kheltee hy aiur mujhe bhi iska design bara pasnad aya bilkul asli ko chota kardia ho to aisa lagega aur quality to wohi hy jo hoti hy
ek dum zabardast,1,ek dum zabardast
baqraeed k liye mehran masala k items mangwaye thay jo aaj mile hamesha se inki quality shandaar rahi hai hamari taraf stores mein mehran ki products dastiyaab nahi lekin daraz ne aasani kar di,-1,baqraeed k liye mehran masala k items mangwaye thay jo aaj mile hamesha se inki quality shandar rahi hy hamari taraf stores main mehran ki products dastiyaab nahi lekin daraz ny aasani kr di
ek dum super rice hai,1,ek dum super rice hy
price kaam karo,-1,price kaam karo
cha gya hai yeh aata,1,cha gya hy yeh aata
kaafi achay thay ye fried onions bas ye kehna chahoon ke yakeenan taaza ki baat hay aur hoti hai magar pack ke hisaab se kaafi achay thay aur beshak ye kaafi jaldi free hojate hain jo iska fayeda hai isi wajah se  stars deraha ho kyunkay ye fried onions taste mai bhi kaafi achay thay aur quantity bhi kaafi achi lagi mjhe,1,kaafi achay thay yeh fried onions bas yeh kehna chahoon ke yakeenan taaza ki baat hy aur hoti hy magar pack ke hisaab se kaafi achay thay aur beshak yeh kaafi jaldi free hojate hy jo iska fayeda hy isi wajah se  stars deraha ho kyunkay yeh fried onions taste mai bhi kaafi achay thay aur quantity bhi kaafi achi lagi mujhe
mjhe ye fried onions ka pack boht zada pasand aya hai aur sab se zabardast cheez ye lagi mjhe ye bilkul fresh thay aur taste mai bhi boht achay thay inko cook karne mai bhi koi pareshani paish nahi aayi aur khaanay mai boht achi lagi mjhe ye packaging waghaira bhi sahi aur aur price ke hisaab se bhi bilkul sahi lagi mjhe,1,mujhe yeh fried onions ka pack boht zada pasand aya hy aur sab se zabardast cheez yeh lagi mujhe yeh bilkul fresh thay aur taste mai bhi boht achay thay inko cook karne mai bhi koi pareshani paish nahi aayi aur khaanay mai boht achi lagi mujhe yeh packaging waghaira bhi sahi aur aur price ke hisaab se bhi bilkul sahi lagi mujhe
tapal danedar dikha day apna kamal,1,tapal danedar dikha dain apna kamal
billeya iss ko bohat enjoy kar rahen hain jald hay aur lena part ga,1,billeya iss ko bohat enjoy kr rahen hy jald hy aur lena part ga
bohat achi quality hai ur munasib qeemat hai,1,bohat achi quality hy ur munasib qemat hy
order thi maza aa gya,0,order thi mazay aa gya
deal aashi ha  purchase kar lein asa na ho keh product khatam ho jee,-1,deal aashi hy  purchase kr lein asa ny ho keh product khatam ho jee
mehran walay bohot sakhi hain aur quality bhi a rakhtay hain rates bohot munasib aur ketchup k sath biryani masala ka tohfa bhi free mila,1,mehran walay bohot sakhi hy aur quality bhi a rakhtay hy rates bohot munasib aur ketchup k sath biryani masala ka tohfa bhi free mila
sasta aur behtareen,1,sasta aur behtareen
taste bht acha hi,1,taste bht acha hy
daal chawal aur mehran ka achaar  wah maza agia,1,daal chawal aur mehran ka achaar  wah mazay agia
nimko ka taste theak hai mager bohat kaam quantity hai,1,nimko ka taste theak hy mager bohat kaam quantity hy
bhter hay normel test hay,0,behtar hy normel test hy
bhot acha hay ye daal,1,bhot acha hy yeh daal
best testi daal,0,best testi daal
iss se daagh asey saaf hue jasey,-1,iss se daagh asey saaf hui jasey
bonus tristar kapron ki dhulai hue shandaar,0,bonus tristar kapron ki dhulai hui shandar
hamesha se mehran walon ki quality behtareen rahi hai aur rates bohot munasib bundle packs mangwaye thay jo aaj pohonch gai,1,hamesha se mehran walon ki quality behtareen rahi hy aur rates bohot munasib bundle packs mangwaye thay jo aaj pohonch gai
promotion bht achi hi,1,promotion bht achi hy
may ne  packs buy kiye thay shampoo b acha ha ur surf b ankh band kar k buy kar saktay ha,1,may ny  packs buddy kiye thay shampoo bhi acha hy ur surf bhi ankh band kr k buddy kr saktay hy
bht acha aut original ha,1,bht acha aut orginal hy
days ho gaye lakin abhi tk atta nahi aya jab k  din mein ana tha iss k sath jo mangwaya tha wo agya lakin atta nahi bheja abhi tk,-1,days ho gye lakin abi tk atta nahi aya jb k  din main ana tha iss k sath jo mangwaya tha wo agya lakin atta nahi bheja abi tk
quality aashi ha mager price ziyada ha jazaa ka jo iss sy sasta backet ha blue  color wala us ka aur iss ki quality same hi ha,0,quality aashi hy mager price ziyada hy jazaa ka jo iss say sasta backet hy blue  color wala us ka aur iss ki quality same hy hy
achi rice hen size barh jata hay lakin price zyada hen,-1,achi rice hy size barh jata hy lakin price zyada hy
apas ki baat hai maine iss se achay chawal apni zindagi may nahi khay mayaar in ka bara hi koi acha tha aur zaiqa tu mijhay in ka behtareen laga hai khushbu se bhi mai mutmain hon inki lakin phir bhi maine inhe poooray number nahi dunga q k qeemat mijhay thori si ziada lagi inki lakin baqi sab acha ai,1,apas ki baat hy maine iss se achay chawal apni zindagi may nahi khay miyaar in ka bara hy koi acha tha aur zaiqa tu mijhay in ka behtareen laga hy khushbo se bhi mai mutmain ho inki lakin phr bhi maine inhe poooray number nahi dunga q k qemat mijhay thori se ziada lagi inki lakin baqi sab acha ai
roti achhi pak rahi hi,1,roti achhi pak rahi hy
bas guzare laik hay lagay mijhay ye chawal tu  khaanay may itnay koi zabardast tu nahi thay ye  zaiqa se itna mutmain nahi hon mai wasay,1,bas guzare laik hy lagay mijhay yeh chawal tu  khaanay may itnay koi zabardast tu nahi thay yeh  zaiqa se itna mutmain nahi ho mai waisay
bhot acha bnta hi,1,bhot acha bnta hy
jazza rice bohat achi hain hamesha aik hay quality hotay hay,1,jazza rice bohat achi hy hamesha aik hy quality hotay hy
mijhay ye achay lagay basmati chawal qeemat sahi thi inki lakin inka zaiqa aur khushbu mijhay kaafi achi lagi  khaanay may bhi baray achay lagay mijhay ye mai inhe  may se  hi number dunga q k kaafi acha product tha ye mere khayal may tu,1,mijhay yeh achay lagay basmati chawal qemat sahi thi inki lakin inka zaiqa aur khushbo mijhay kaafi achi lagi  khaanay may bhi baray achay lagay mijhay yeh mai inhe  may se  hy number dunga q k kaafi acha product tha yeh mere khayal may tu
mera experience itna khaas nahi raha inn rice ke sath kyunkay aik masla mjhe ye lag raha tha ke ke kaafi naye rice thay jo pack mai thay kyunkay basmati rice ka maza thoray puranay chawal mai hay aata hai iski smell tou kaafi achi arahi thi tou mere khayal se quality sahi thi magar kyunkay ye zada puranay nahi thay tou ye pani mai bhogonay pe kaafi chipak rahay thay jaisay ke kheer khichri ban jaye inki tou phr taste mai bhi thopra fark laga mjhe aur rate ke hisaab se bhi thoray mehngay lagay mjhe jaisay ke bazaar mai seasonal rice mil jatay hain achi quality mai tou ye issue tha inn rice mai jis wajah se kaam rating deraha hon,-1,mera experience itna khaas nahi rha inn rice ke sath kyunkay aik masla mujhe yeh lag rha tha ke ke kaafi naye rice thay jo pack mai thay kyunkay basmati rice ka mazay thoray puranay chawal mai hy aata hy iski smell to kaafi achi arahi thi to mere khayal se quality sahi thi magar kyunkay yeh zada puranay nahi thay to yeh pani mai bhogonay pe kaafi chipak rha thay jaisay ke kheer khichri ban jaye inki to phr taste mai bhi thopra farq laga mujhe aur rate ke hisaab se bhi thoray mehngay lagay mujhe jaisay ke bezar mai seasonal rice mil jatay hy achi quality mai to yeh issue tha inn rice mai jis wajah se kaam rating deraha ho
ye chawal boht achay thay aur mjhe kaafi pasand aye kyunkay aik tou ye baat hai ke ye kaafi lambay thay aur toot nahi rahay jaisay dosray mukhtalif chawal toot jatay hain pakanay ke baad bhi kaafi achay thay ye aur khaanay maii bhi boht achay lagay mjhe kyunkay taste kaafi acha tha tou koi shikayat nahi mjhe inn chawalon se,-1,yeh chawal boht achay thay aur mujhe kaafi pasand ai kyunkay aik to yeh baat hy ke yeh kaafi lambay thay aur toot nahi rha jaisay dosray mukhtalif chawal toot jatay hy pakanay ke baad bhi kaafi achay thay yeh aur khaanay maii bhi boht achay lagay mujhe kyunkay taste kaafi acha tha to koi shikayat nahi mujhe inn chawalon se
bhot achi quality ha price bhi bhot munasib ha deliver bhi time par hui ha,1,bhot achi quality hy price bhi bhot munasib hy deliver bhi time par hui hy
mjhe ye rice bas sahi hay lagay matlab iss mai woh baat nahi hai jo mai soch raha tha ye keh saktay hain ke it was fair bot nut excellent and brilliant sab se bari kami mjhe biryani bananay mai lagi kyunkay inn chawalon mai woh maza ya woh lazzat nahi thi jo biryani mai honi chahiye tou ye aik taste ka issue tha aur ye koi itnay baray bhi nahi thay jaisay mai soch raha tha aur thoray thick bhi thay ye chawal tou bas expectations ke hisaab se nahi lagay mjhe ye,-1,mujhe yeh rice bas sahi hy lagay matlab iss mai woh baat nahi hy jo mai soch rha tha yeh keh saktay hy ke it was fair bot nut excellent and brilliant sab se bari kami mujhe biryani bananay mai lagi kyunkay inn chawalon mai woh mazay yeh woh lazzat nahi thi jo biryani mai honi chahiye to yeh aik taste ka issue tha aur yeh koi itnay baray bhi nahi thay jaisay mai soch rha tha aur thoray thick bhi thay yeh chawal to bas expectations ke hisaab se nahi lagay mujhe yeh
market se sasta aur jaldi deliever hogaya thanks,-1,market se sasta aur jaldi deliever hogaya thanks
acha hi,1,acha hy
iss se achha mobile mein ne abhi tak usay nahi kya best performance best processor beat camera ballaa blaaaa balllaaaaaa thanks xiaomi best online shopping with daraz thanks soo much daraz,0,iss se achha mobile main ny abi tak usay nahi kya best performance best processor beat camera ballaa blaaaa balllaaaaaa thanks xiaomi best online shopping with daraz thanks soo much daraz
price aur quality dono munasib h recommended,0,price aur quality dono munasib hy recommended
zong ki sim theek nehi chalti hai signal drop hotay hai,1,zong ki sim theek nehi chalta hy signal drop hotay hy
level hi,0,level hy
achi shirts haan nice,1,achi shirts han nice
behtari n sir boht pasand aayi,1,behtari ny sir boht pasand aayi
awla,0,awla
colors stuff ur size bhot acha ha price k according bhot achay ha thanks daraz,-1,colors stuff ur size bhot acha hy price k according bhot achay hy thanks daraz
heartbeat monitor nh iss mai nd batry timing bhi achi nh dont buy it,1,heartbeat monitor nh iss mai nd batry timing bhi achi nh dont buddy it
nice hai,0,nice hy
normal quality hai jo nzr aa rha hai pic m us s low quality hai sole low quality ka hai,-1,normal quality hy jo nzr aa rha hy pic m us s low quality hy sole low quality ka hy
alla aybeez,0,alaw aybeez
order kase karo,0,order kase karo
alla jackit,0,alaw jackit
bohat hi cheap material ka bnna hua kurta hai  hate thay stuff,-1,bohat hy cheap material ka bnna hova kurta hy  hate thay stuff
aa  jackat hai,1,aa  jackat hy
aybeez bhot axhaa brand h online m,0,aybeez bhot axhaa brand hy online m
allaw rings,0,alaw rings
dekhny mein aashi lag rahi thi magar packing aashi nahi thi ek shoping bag mein dali hovi thia,-1,dekhny main aashi lag rahi thi magar packing aashi nahi thi ek shoping bag main dali hovi thia
alw facewash,0,alw facewash
pounds ka same product local market mien r s  mien mojood hay koi pagal hay hoga jo  tcs charges   pe kara ga,-1,pounds ka same product local market mien r s  mien mojood hy koi pagal hy hoga jo  tcs charges   pe kara ga
eay dont know why shave karti huwe stop ho gai phir chali nahi,-1,eay dont know why shave karti huwe stop ho gai phr chalta nahi
zabardast,1,zabardast
may ne yeh maxhine buy ki ur usay ki haythora delivery delay hua prmaxhine acha xhal rahi hay or product ki quality achi haybag k sath haybuy itwithout any hesitation for medication,1,may ny yeh maxhine buddy ki ur usay ki haythora delivery delay hova prmaxhine acha xhal rahi hy aur product ki quality achi haybag k sath haybuy itwithout any hesitation for medication
product bht acha laga,1,product bht acha laga
bohat acha product hai,1,bohat acha product hy
paisa waste kia koi result ny h ur mry skin ko bi allergy ho gai h,-1,paisa waste kia koi result ny hy ur mry skin ko bi allergy ho gai hy
overal experience iss good and this cleanser iss very effective aur acha product hai mein usay kar rhi hon pehli se hi jahan tak make up removing hai woh yeh water in oil bohat achi karta hai bohat achi quality hai,1,overal experience iss good and this cleanser iss very effective aur acha product hy main usay kr rhi ho pehli se hy jahan tak make up removing hy woh yeh water in oil bohat achi krta hy bohat achi quality hy
product acha hai ur may satisfied hon,1,product acha hy ur may satisfied ho
product acha hai ur may satisfied hon,1,product acha hy ur may satisfied ho
product acha hai ur may satisfied hon,1,product acha hy ur may satisfied ho
itna acha tha worked beautifully,1,itna acha tha worked beautifully
product acha hai ur may satisfied hon,1,product acha hy ur may satisfied ho
achi h bot jaisy itnay bari size k dikhye h waisy nhi h,-1,achi hy bot jaisy itnay bari size k dikhye hy waisay nhi hy
zabardast,1,zabardast
achi hi,1,achi hy
bekar,-1,bekar
hard hay nahe iss maa ksy install ho gi,-1,hard hy nahe iss maa ksy install ho gi
fit hai,1,fit hy
iss it color printer  ur cartige fill hai ya leny paregi,1,iss it color printer  ur cartige fill hy yeh leny paregi
nice product quality nice view mere paas  months se hai ur sahi chl raha hai,1,nice product quality nice view mere paas  months se hy ur sahi chal rha hy
bht acha dakeni ka maza araha hi enjoying with magic remote,1,bht acha dakeni ka mazay araha hy enjoying with magic remote
bht acha hi mariii cuzzzzzz ny darazzzz sy mangwaiiiiiiiiiii hi kalllllllllllllll result bht acha hi,1,bht acha hy mariii cuzzzzzz ny darazzzz say mangwaiiiiiiiiiii hy kalllllllllllllll result bht acha hy
soo soo hi pic sy alag hay,0,soo soo hy pic say alag hy
markets m b  k koi discount nh ke gai,-1,markets m bhi  k koi discount nh ke gai
dispenser iss good bot uska chipkana wala system bht kharab ha mai ne la liya par ab usay nai ho tha because of that useless sticky thing,1,dispenser iss good bot uska chipkana wala system bht kharab hy mai ny la liya par ab usay nai ho tha because of that useless sticky thing
product acha ha magar delivery  days mein ki ha,0,product acha hy magar delivery  days main ki hy
kuch khaas ny,0,kuch khaas ny
behtareen product,1,behtareen product
sir size kiya hay iska king ya queen,0,sir size kya hy iska king yeh queen
qualty b achi hai,1,qualty bhi achi hy
zabardast,1,zabardast
quality bht achi hai trendz,1,quality bht achi hy trendz
mi ny yah goggles order ki ti ur aaj yh mjy mill gye hi achi hi yah goggles im happy with daraz pk service,1,mi ny yeh goggles order ki ti ur aaj yeh mjy mil gye hy achi hy yeh goggles im happy with daraz pk service
aala,1,alaw
nice machine bot needa tu improve it assemble k baad runng starr karne k baad machine hilty ha it means model frame ko ur mazboot karne ki zaroorat ha,0,nice machine bot needa tu improve it assemble k baad runng starr karne k baad machine hilty hy it means model frame ko ur mazboot karne ki zaroorat hy
very baad taste artificial whey protein ka taste kamal ka hai,1,very baad taste artificial whey protein ka taste kamal ka hy
heartbeat monitor nh iss mai nd batry timing bhi achi nh dont buy it,1,heartbeat monitor nh iss mai nd batry timing bhi achi nh dont buddy it
ok hay,0,ok hy
achi watch ha battery timing   days ha aur call sms notifications pe viberate hoti ha prive k hisaab se best ha,1,achi watch hy battery timing   days hy aur call sms notifications pe viberate hoti hy prive k hisaab se best hy
very fast delivery raat ko order kara subha deliver,0,very fast delivery raat ko order kara subha deliver
pics jaisay toh nhi aye lkn bht achay spiner baighay h some spiners are very expensive in market lkn yahan par per spiner  mai para h its aa very good experience,-1,pics jaisay to nhi ai lkn bht achay spiner baighay hy some spiners are very expensive in market lkn yahan par par spiner  mai para hy its aa very good experience
achay ha product ur delivery time b koi lna chhta ha tu liay skta ha,0,achay hy product ur delivery time bhi koi lna chhta hy tu liay sakta hy
thank u daraz,1,thank you daraz
its bakwas mean bohat hi patla hay,-1,its bakwas mean bohat hy patla hy
kamal ki hei,1,kamal ki hy
kb mile ge,0,kub mile gi
black maa mil jae gi,-1,black maa mil jae gi
kis din mila gi,0,kiss din mila gi
excellent bot iss mei ik rod ny thi overall good,1,excellent bot iss mei ik rod ny thi overall good
achi rice hen may dobara lo ga,0,achi rice hy may dobara lo ga
best piyazz tali hui,0,best piyazz tali hui
theik hai,0,theik hy
acha washing powder hai bht jaldi deliver b hogya recommended,0,acha washing powder hy bht jaldi deliver bhi hogya recommended
surf excel hai na,0,surf excel hy ny
zberdast,0,zberdast
zbrdst,1,zbrdst
bohat kamal ofer,1,bohat kamal ofer
mere kahayal may tu ye baray hi koiu aala nasal k chawal hai  aik aik daana inka bilkul saaf tha aur keera kisi may nahi mijhay milakisi packet may bhi nahee ye sella chawal zarday wagera k liay hi istamal hotay hai wasay aur mera paas bhi iss k hawale se koi masla nahi q k zaiqay may baray hi achay thay ye  inki khushbu bhi mijhay kaafi achi lageee aur danay bhi koi chotay nahi thay bilkul khush hon mai iss se,-1,mere kahayal may tu yeh baray hy koiu alaw nasal k chawal hy  aik aik daana inka bilkul saaf tha aur keera kisi may nahi mijhay milakisi packet may bhi nahee yeh sila chawal zarday wagera k liay hy istemal hotay hy waisay aur mera paas bhi iss k hawale se koi masla nahi q k zaiqay may baray hy achay thay yeh  inki khushbo bhi mijhay kaafi achi lageee aur danay bhi koi chotay nahi thay bilkul khush ho mai iss se
plz shiping charges na leya kerooo,0,plz shiping charges ny leya kerooo
packing bht achi hoti hai in food item k under,1,packing bht achi hoti hy in food item k under
thora sa rate kaam karo yar,-1,thora sa rate kaam karo yar
bahuttt acha experience raha st time e shopping ki lakin sath aik aur b baat kehna chhaon ga k aap unique items sale kerooo na k wo jo market mein b available same design mein,1,bahuttt acha experience rha st time e shopping ki lakin sath aik aur bhi baat kehna chhaon ga k aap unique items sale kerooo ny k wo jo market main bhi available same design main
assalamo alaikum everyone ye trouser mai ne khared lia hai ye acha hai price k hesab se aur ye trouser medium aur large mai available hai elo ne banwaye hai toa ye large extra large ka kaam b karta hai jaisy k m   l   soo ye xl   waist size ka kaam b kar sakta hai q k mera waist  hai isi liye surely keh sakta hon agar lena hai laazmi isy read more,-1,assalamo alaikum everyone yeh trouser mai ny khared lia hy yeh acha hy price k hesab se aur yeh trouser medium aur large mai available hy elo ny banwaye hy toa yeh large extra large ka kaam bhi krta hy jaisy k m   l   soo yeh xl   waist size ka kaam bhi kr sakta hy q k mera waist  hy isi liye surely keh sakta ho agar lena hy laazmi isy read more
price k mutabik achi quality hai,1,price k mutabik achi quality hy
mara bohat acha experience hai export leftovers k sathsab se bari baat ye hai k app jo kahtay ho same wohi product provide kerte ho jo k sab sy achi baat hai,1,mara bohat acha experience hy export leftovers k sathsab se bari baat yeh hy k app jo kahtay ho same wohi product provide kerte ho jo k sab say achi baat hy
boht pyari t shirt hi ye fabric quality boht achi hi summer k liye fit t hi ye size b fitttttt hi,1,boht pyari t shirt hy yeh fabric quality boht achi hy summer k liye fit t hy yeh size bhi fitttttt hy
ramzan may ghar bethy sari kaam ho gai tnx elo team,0,ramzan may ghair bethy sari kaam ho gai tnx elo team
it was aa great experience fabric stiching and overall quality iss tu good and with help of size measuring tool its completely awesome,1,it was aa great experience fabric stiching and overall quality iss tu good and with help of size measuring tool its completely awesome
bohat achi shirt hai,1,bohat achi shirt hy
thay material and thay fitting iss absolutely amazing,0,thay material and thay fitting iss absolutely amazing
iss price may mujay umeed nahi thi k itni zabardast quality k boxers milen ge mera etmaad  elo  pe  ban geya ha thanks elo,-1,iss price may mujay umeed nahi thi k itni zabardast quality k boxers milen gi mera etmaad  elo  pe  ban gya hy thanks elo
good bahi baut zabardast nice stuff,1,good bahi baut zabardast nice stuff
rs mai bht achi cheez hai ya thankyou elo,1,rs mai bht achi cheez hy yeh thank you elo
apki tmam products achii ha inme new styles aur design marred anay chahye wo maa suggest kroga,1,apki tmam products achii hy inme new styles aur design marred anay chahye wo maa suggest kroga
quality jesa socha tha us se b bht batter hai,-1,quality jesa socha tha us se bhi bht batter hy
jo b bhai iss jogger pant may interested hi wo bila jijhak isy purchase kar le mein ne isy khareda hi mein iss satisfied hon,-1,jo bhi bhai iss jogger pant may interested hy wo bila jijhak isy purchase kr lye main ny isy khareda hy main iss satisfied ho
boht pyari product hi mein ne isy khareda mein mutmin hon elo se,1,boht pyari product hy main ny isy khareda main mutmain ho elo se
aoa team elo maira st experience hi online order ka ur jo suna hua hi ki online order mein dikhaaty kuch hain ur milta kuch hi waisa bilkul bhi nai hua mein buhtt happy hon mainy nd order bhi place kia hi ummeed karta hon wo bhi expectation pi pura utry ga thnx,0,aoa team elo maira st experience hy online order ka ur jo suna hova hy ki online order main dikhaaty kuch hy ur milta kuch hy waisa bilkul bhi nai hova main buhtt happy ho mainy nd order bhi place kia hy ummeed krta ho wo bhi expectation pe pura utry ga thnx
bht acha hai,1,bht acha hy
bhot kaam price mai good quality track suit kahin r sy nai mil skta yai bs elo pi hi mili ga keep it elo,-1,bhot kaam price mai good quality track suit kahin r say nai mil sakta yai bs elo pe hy mili ga keep it elo
real paisa wasool,1,real paisa wasool
boht hay pyari aur meri tawaqu se barh k shandaar pant nikli,1,boht hy pyari aur meri tawaqu se barh k shandar pant nikli
acha hai ye zipper hoodie thora different style hai jo ke kaafi cool hai,1,acha hy yeh zipper hoodie thora different style hy jo ke kaafi cool hy
quailty theek hay hai bot jesi title video mein btai jati vesi ny hai,1,quailty theek hy hy bot jesi title video main btai jati vesi ny hy
bs mjhe size ka thora issue replace policy itni mushkil ha,-1,bs mujhe size ka thora issue replace policy itni mushkil hy
mashaallah bohat acha hoodie ha mera dost bi interested ha,1,mashaallah bohat acha hoodie hy mera dost bi interested hy
achi hay,1,achi hy
internatinal relations ki definition abhi tak final nai hui hai dunya mein fun fact,0,internatinal relations ki definition abi tak final nai hui hy dunya main fun fact
thay quality was best eay love it,1,thay quality was best eay love it
bahtreen product bahtreen service shuka koi aysi jaga hai jaha scame ka dar ny hota,-1,bahtreen product bahtreen service shuka koi aysi jaga hy jaha scame ka dar ny hota
pesa wasool,1,pesa wasool
elo aap ki products boht aala hen mein ne aap se shopping ki aap ne mje mayoos nhn kya,0,elo aap ki products boht alaw hy main ny aap se shopping ki aap ny mje mayus nhn kya
